SampleId,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
19695,27,student,single,secondary,no,10536,no,no,cellular,29,jan,136,1,-1,0,unknown,False
19696,26,services,married,secondary,no,199,no,no,cellular,24,jul,139,6,-1,0,unknown,False
19697,33,management,married,tertiary,no,516,yes,no,cellular,19,nov,245,4,-1,0,unknown,False
19698,35,unemployed,single,primary,no,483,no,no,cellular,3,feb,115,1,-1,0,unknown,False
19699,27,admin.,single,secondary,no,392,yes,yes,unknown,21,may,292,2,-1,0,unknown,False
19700,28,admin.,married,secondary,yes,105,no,no,cellular,16,jul,130,1,-1,0,unknown,False
19701,40,services,married,secondary,no,1325,no,no,unknown,11,jun,150,2,-1,0,unknown,False
19702,66,retired,married,tertiary,no,525,no,no,telephone,16,apr,287,1,-1,0,unknown,False
19703,51,management,married,tertiary,no,437,yes,no,cellular,6,may,109,1,-1,0,unknown,False
19704,31,services,single,secondary,no,900,yes,no,cellular,9,apr,221,2,140,6,failure,False
19705,52,blue-collar,married,secondary,no,0,yes,no,cellular,17,nov,125,1,-1,0,unknown,False
19706,49,admin.,single,primary,no,181,yes,no,unknown,8,may,161,3,-1,0,unknown,False
19707,28,admin.,single,secondary,no,659,no,no,cellular,9,feb,70,2,-1,0,unknown,False
19708,38,admin.,married,secondary,no,607,yes,no,unknown,13,may,315,3,-1,0,unknown,False
19709,28,blue-collar,married,secondary,no,134,yes,no,unknown,8,may,262,1,-1,0,unknown,False
19710,34,management,married,tertiary,no,101,yes,no,cellular,13,aug,209,5,-1,0,unknown,False
19711,35,technician,single,secondary,no,5731,yes,no,cellular,4,may,164,2,167,4,other,False
19712,29,unemployed,single,secondary,no,1055,no,no,cellular,23,sep,427,1,603,1,failure,True
19713,46,entrepreneur,married,secondary,no,-880,no,yes,cellular,12,aug,185,2,-1,0,unknown,False
19714,37,management,single,secondary,no,235,no,no,unknown,11,jun,27,2,-1,0,unknown,False
19715,36,services,single,secondary,no,398,yes,yes,unknown,17,jun,77,2,-1,0,unknown,False
19716,25,blue-collar,single,secondary,no,-392,yes,no,cellular,7,may,346,1,-1,0,unknown,False
19717,59,blue-collar,married,secondary,no,410,yes,no,cellular,2,feb,136,1,-1,0,unknown,False
19718,33,management,single,tertiary,no,9317,no,no,cellular,26,may,267,1,205,3,failure,False
19719,53,technician,married,tertiary,no,2336,no,no,telephone,30,jan,173,2,2,3,other,False
19720,59,retired,married,secondary,no,2376,no,no,unknown,13,may,766,1,-1,0,unknown,False
19721,62,technician,married,secondary,no,973,no,no,cellular,2,feb,326,1,-1,0,unknown,True
19722,35,blue-collar,married,secondary,no,-172,yes,no,cellular,31,jul,14,32,-1,0,unknown,False
19723,70,retired,married,primary,no,2346,no,no,cellular,24,aug,190,3,194,2,success,False
19724,38,services,married,secondary,no,4582,yes,no,telephone,16,apr,193,1,314,4,other,False
19725,33,blue-collar,married,secondary,no,-77,yes,no,cellular,28,jul,151,3,-1,0,unknown,False
19726,49,blue-collar,divorced,secondary,no,10613,no,yes,cellular,4,feb,1226,1,-1,0,unknown,True
19727,50,technician,married,secondary,no,503,yes,no,cellular,24,jul,186,2,-1,0,unknown,False
19728,35,technician,married,unknown,no,3,yes,yes,unknown,17,jun,124,23,-1,0,unknown,False
19729,47,unknown,married,unknown,no,677,no,no,cellular,30,apr,900,2,86,2,failure,True
19730,34,technician,single,secondary,no,1183,yes,no,unknown,20,may,438,2,-1,0,unknown,False
19731,32,services,married,secondary,no,3181,yes,no,cellular,21,nov,118,2,176,7,failure,False
19732,45,self-employed,married,secondary,no,140,yes,no,cellular,6,aug,192,3,-1,0,unknown,False
19733,35,management,single,tertiary,no,694,yes,no,cellular,6,apr,129,1,-1,0,unknown,False
19734,33,technician,married,secondary,no,6419,no,no,cellular,7,aug,419,3,-1,0,unknown,False
19735,43,blue-collar,married,primary,no,3131,yes,no,unknown,3,jun,441,3,-1,0,unknown,False
19736,26,management,single,tertiary,no,-8,no,no,cellular,13,aug,402,2,-1,0,unknown,False
19737,50,blue-collar,married,primary,no,19,no,no,cellular,25,aug,103,3,-1,0,unknown,False
19738,51,retired,married,secondary,no,3003,yes,no,cellular,7,jul,149,3,-1,0,unknown,False
19739,44,technician,single,secondary,no,196,yes,no,cellular,6,feb,386,3,-1,0,unknown,False
19740,51,unemployed,married,secondary,no,1416,no,no,cellular,9,sep,345,1,-1,0,unknown,True
19741,35,blue-collar,married,secondary,no,635,yes,no,cellular,13,may,265,2,-1,0,unknown,False
19742,54,management,married,tertiary,no,2216,yes,no,cellular,13,oct,167,1,-1,0,unknown,False
19743,55,unknown,married,secondary,no,2206,no,no,cellular,12,aug,265,1,91,5,success,True
19744,31,housemaid,married,primary,no,2603,yes,no,cellular,18,nov,224,1,-1,0,unknown,False
19745,45,blue-collar,married,primary,no,6753,no,no,cellular,11,aug,48,9,-1,0,unknown,False
19746,36,management,single,tertiary,no,1283,no,no,cellular,18,aug,92,5,-1,0,unknown,False
19747,41,housemaid,married,primary,no,3291,yes,no,unknown,15,may,125,4,-1,0,unknown,False
19748,40,management,married,tertiary,no,3185,no,no,cellular,18,nov,109,1,-1,0,unknown,False
19749,24,blue-collar,single,secondary,no,27,yes,no,cellular,6,may,404,1,338,2,failure,False
19750,42,unemployed,married,secondary,no,135,yes,no,unknown,13,may,259,6,-1,0,unknown,False
19751,56,management,single,primary,no,109,no,yes,telephone,17,nov,124,1,129,18,other,False
19752,55,blue-collar,married,primary,no,2896,no,no,unknown,17,jun,138,3,-1,0,unknown,False
19753,32,admin.,married,secondary,no,0,yes,yes,unknown,1,jul,122,1,-1,0,unknown,False
19754,32,admin.,married,secondary,no,269,yes,no,cellular,19,nov,236,1,-1,0,unknown,False
19755,59,retired,married,tertiary,no,1637,no,yes,cellular,18,jul,225,7,-1,0,unknown,False
19756,28,blue-collar,married,primary,no,702,yes,no,unknown,26,jun,318,2,-1,0,unknown,False
19757,26,technician,divorced,secondary,no,379,yes,yes,unknown,19,may,501,3,-1,0,unknown,False
19758,39,self-employed,married,primary,no,2077,yes,no,cellular,31,jul,88,21,-1,0,unknown,False
19759,28,services,single,secondary,no,168,no,no,cellular,12,jan,387,1,194,1,other,True
19760,57,retired,married,secondary,no,523,no,yes,cellular,2,feb,49,6,-1,0,unknown,False
19761,39,technician,married,secondary,no,251,yes,no,cellular,17,jul,342,2,-1,0,unknown,True
19762,27,housemaid,married,secondary,yes,65,yes,yes,cellular,17,jul,59,1,-1,0,unknown,False
19763,30,management,single,tertiary,no,5288,yes,no,unknown,28,may,288,3,-1,0,unknown,False
19764,33,management,married,tertiary,no,968,no,yes,cellular,28,aug,95,10,-1,0,unknown,False
19765,34,technician,married,secondary,no,0,yes,no,cellular,3,feb,146,1,91,2,other,False
19766,49,management,single,tertiary,no,1093,yes,no,cellular,18,nov,152,1,-1,0,unknown,False
19767,40,technician,married,tertiary,no,2946,no,no,unknown,9,jun,78,2,-1,0,unknown,False
19768,43,admin.,divorced,secondary,no,15511,yes,no,unknown,2,jun,484,1,-1,0,unknown,False
19769,31,technician,married,tertiary,no,6525,yes,no,cellular,24,jul,169,1,-1,0,unknown,False
19770,45,management,divorced,tertiary,no,-96,no,yes,cellular,20,aug,95,2,-1,0,unknown,False
19771,59,management,married,tertiary,no,287,yes,no,cellular,20,apr,818,2,242,8,failure,False
19772,48,admin.,married,secondary,no,-160,no,yes,cellular,28,jul,84,3,-1,0,unknown,False
19773,50,admin.,married,secondary,no,159,yes,no,unknown,7,may,216,2,-1,0,unknown,False
19774,49,admin.,married,secondary,no,12226,yes,no,cellular,17,nov,96,2,-1,0,unknown,False
19775,29,admin.,single,secondary,no,428,yes,yes,cellular,7,may,54,1,345,2,failure,False
19776,44,blue-collar,married,secondary,no,837,yes,no,cellular,6,feb,218,1,-1,0,unknown,False
19777,31,management,single,tertiary,no,409,no,yes,cellular,9,jul,564,5,-1,0,unknown,True
19778,32,blue-collar,single,secondary,no,3662,no,no,telephone,28,jan,309,1,-1,0,unknown,False
19779,35,technician,single,secondary,no,16,yes,no,cellular,8,apr,903,1,-1,0,unknown,True
19780,46,blue-collar,married,primary,no,369,yes,no,unknown,13,may,916,2,-1,0,unknown,True
19781,43,blue-collar,married,secondary,no,667,yes,no,unknown,7,may,228,3,-1,0,unknown,False
19782,50,self-employed,married,unknown,no,-84,yes,no,unknown,6,may,101,1,-1,0,unknown,False
19783,52,services,married,tertiary,no,2801,yes,yes,unknown,17,jun,311,2,-1,0,unknown,False
19784,57,unemployed,married,primary,no,3367,no,no,telephone,21,nov,126,1,-1,0,unknown,False
19785,33,admin.,single,tertiary,no,272,yes,no,cellular,1,jun,326,1,237,2,failure,True
19786,42,admin.,single,unknown,no,22,no,no,unknown,19,jun,246,3,-1,0,unknown,False
19787,26,admin.,single,secondary,no,1099,no,no,cellular,15,jan,99,2,225,13,other,False
19788,47,admin.,divorced,secondary,no,555,yes,yes,telephone,17,oct,478,1,-1,0,unknown,True
19789,59,retired,married,unknown,no,178,yes,no,telephone,11,jul,330,2,-1,0,unknown,False
19790,33,services,divorced,secondary,no,1117,no,no,cellular,2,jun,417,1,-1,0,unknown,True
19791,40,blue-collar,married,secondary,no,0,no,no,cellular,25,jul,96,2,-1,0,unknown,False
19792,67,management,married,secondary,no,3240,no,no,cellular,20,may,129,1,-1,0,unknown,False
19793,36,blue-collar,married,secondary,no,1654,yes,yes,cellular,21,jul,167,2,-1,0,unknown,False
19794,52,entrepreneur,married,primary,no,8298,yes,yes,unknown,28,may,123,18,-1,0,unknown,False
19795,40,blue-collar,married,primary,no,409,yes,no,unknown,15,may,191,1,-1,0,unknown,False
19796,42,blue-collar,married,secondary,no,9359,yes,no,unknown,15,may,197,1,-1,0,unknown,False
19797,41,entrepreneur,married,secondary,no,2105,yes,no,cellular,18,nov,134,1,-1,0,unknown,False
19798,37,management,married,unknown,no,247,no,no,cellular,9,jul,366,1,-1,0,unknown,False
19799,25,admin.,single,secondary,no,96,yes,no,unknown,9,may,176,2,-1,0,unknown,False
19800,32,management,single,tertiary,no,522,no,no,cellular,22,aug,576,2,-1,0,unknown,True
19801,47,blue-collar,single,primary,no,355,yes,no,cellular,14,may,144,3,366,1,failure,False
19802,46,technician,married,secondary,no,4023,yes,no,cellular,7,aug,131,2,-1,0,unknown,False
19803,35,technician,married,secondary,no,-499,yes,no,cellular,28,jul,488,4,-1,0,unknown,False
19804,40,technician,married,tertiary,no,253,yes,no,cellular,14,may,377,4,280,2,other,False
19805,47,blue-collar,married,primary,no,43,no,no,cellular,19,aug,222,2,-1,0,unknown,False
19806,48,services,divorced,secondary,no,858,yes,no,unknown,19,may,353,4,-1,0,unknown,False
19807,34,blue-collar,married,secondary,no,2447,yes,no,cellular,14,may,330,2,-1,0,unknown,False
19808,58,management,married,secondary,no,835,no,no,unknown,9,jun,164,1,-1,0,unknown,False
19809,41,self-employed,married,tertiary,no,231,no,no,cellular,7,aug,352,2,-1,0,unknown,True
19810,43,management,married,unknown,no,587,yes,no,cellular,5,feb,11,6,231,9,failure,False
19811,57,admin.,married,secondary,no,100,no,no,unknown,28,may,23,16,-1,0,unknown,False
19812,46,management,married,tertiary,no,946,yes,no,cellular,3,jun,295,4,-1,0,unknown,False
19813,55,technician,married,primary,no,1498,no,yes,unknown,17,jun,345,2,-1,0,unknown,False
19814,48,services,divorced,secondary,no,0,yes,yes,unknown,15,may,263,1,-1,0,unknown,False
19815,27,services,single,secondary,no,-74,yes,no,cellular,15,may,151,1,345,1,failure,False
19816,39,technician,married,secondary,no,3494,yes,no,cellular,19,aug,344,4,-1,0,unknown,False
19817,52,retired,divorced,tertiary,no,3687,yes,yes,unknown,16,jun,741,4,-1,0,unknown,True
19818,26,admin.,single,secondary,no,255,no,no,cellular,9,feb,190,1,-1,0,unknown,True
19819,39,technician,single,secondary,no,1104,no,no,cellular,7,aug,395,2,-1,0,unknown,True
19820,30,technician,single,secondary,no,3096,yes,no,cellular,11,aug,272,4,-1,0,unknown,False
19821,27,management,single,tertiary,no,385,no,yes,cellular,31,jul,52,7,-1,0,unknown,False
19822,31,blue-collar,single,secondary,no,609,yes,no,cellular,14,apr,1126,1,335,1,failure,False
19823,36,admin.,single,secondary,no,449,yes,no,unknown,20,jun,136,3,-1,0,unknown,False
19824,33,services,married,secondary,no,109,yes,no,unknown,2,jun,54,4,-1,0,unknown,False
19825,38,blue-collar,single,secondary,no,2032,yes,no,cellular,5,may,87,4,349,2,failure,False
19826,50,blue-collar,married,secondary,no,-160,yes,no,unknown,28,may,600,2,-1,0,unknown,False
19827,24,technician,single,secondary,no,1234,no,no,cellular,27,may,480,2,-1,0,unknown,False
19828,29,unknown,single,unknown,no,209,no,no,unknown,29,may,346,6,-1,0,unknown,False
19829,31,services,single,secondary,no,11386,yes,no,cellular,20,nov,356,1,-1,0,unknown,False
19830,54,blue-collar,married,primary,no,24,yes,no,unknown,15,may,34,1,-1,0,unknown,False
19831,38,admin.,married,unknown,no,4583,yes,no,cellular,17,nov,191,2,-1,0,unknown,False
19832,55,blue-collar,married,primary,no,2171,no,no,unknown,5,jun,138,2,-1,0,unknown,False
19833,50,blue-collar,married,primary,no,235,no,no,cellular,31,jul,64,20,-1,0,unknown,False
19834,43,admin.,married,secondary,no,3215,yes,no,cellular,21,jul,228,3,-1,0,unknown,False
19835,56,services,married,secondary,no,467,no,yes,telephone,29,jul,105,8,-1,0,unknown,False
19836,27,admin.,married,secondary,no,4144,yes,no,unknown,4,jun,132,1,-1,0,unknown,False
19837,37,technician,married,secondary,no,1824,yes,no,cellular,3,jul,112,2,324,2,other,False
19838,32,admin.,married,secondary,no,1785,yes,no,cellular,18,nov,51,2,154,6,other,False
19839,57,retired,divorced,secondary,no,1486,no,no,cellular,23,jul,64,3,-1,0,unknown,False
19840,58,management,married,tertiary,no,1313,no,no,telephone,24,aug,420,4,-1,0,unknown,False
19841,41,blue-collar,married,primary,no,1428,yes,yes,cellular,8,may,182,1,-1,0,unknown,False
19842,38,technician,divorced,tertiary,no,465,no,yes,cellular,28,jul,30,3,-1,0,unknown,False
19843,47,technician,married,secondary,no,599,yes,no,cellular,13,aug,99,3,-1,0,unknown,False
19844,50,technician,divorced,secondary,no,396,no,no,unknown,20,jun,716,2,-1,0,unknown,True
19845,45,technician,married,tertiary,no,5110,no,no,cellular,22,apr,341,2,-1,0,unknown,True
19846,31,blue-collar,married,tertiary,no,433,no,yes,cellular,3,feb,114,1,-1,0,unknown,False
19847,33,technician,married,secondary,no,221,yes,no,cellular,13,may,669,1,355,4,failure,True
19848,58,management,divorced,tertiary,no,577,no,no,unknown,15,may,1244,3,-1,0,unknown,False
19849,34,management,single,unknown,no,1534,yes,no,cellular,16,apr,156,1,147,7,other,False
19850,37,entrepreneur,single,secondary,no,-22,yes,no,cellular,15,may,317,1,-1,0,unknown,True
19851,42,technician,married,secondary,no,3472,yes,no,unknown,2,jun,61,2,-1,0,unknown,False
19852,43,admin.,single,tertiary,no,329,yes,no,unknown,16,may,218,2,-1,0,unknown,False
19853,47,blue-collar,married,primary,no,0,no,no,cellular,22,aug,98,3,-1,0,unknown,False
19854,46,admin.,divorced,tertiary,no,3749,yes,no,unknown,13,may,69,19,-1,0,unknown,False
19855,41,technician,married,secondary,no,1226,no,no,cellular,18,nov,261,1,-1,0,unknown,False
19856,33,student,single,tertiary,no,3404,yes,no,cellular,20,nov,105,2,171,3,failure,False
19857,42,management,divorced,secondary,no,830,yes,no,unknown,19,may,112,1,-1,0,unknown,False
19858,37,admin.,single,secondary,no,-332,yes,no,unknown,23,may,284,2,-1,0,unknown,False
19859,60,unemployed,married,secondary,no,1047,no,no,cellular,27,may,173,3,279,4,success,True
19860,50,admin.,married,secondary,no,2971,no,no,cellular,9,jun,722,2,-1,0,unknown,False
19861,31,technician,divorced,tertiary,no,2287,yes,no,unknown,21,may,97,1,-1,0,unknown,False
19862,59,retired,divorced,secondary,no,0,no,no,unknown,20,jun,13,5,-1,0,unknown,False
19863,26,technician,single,secondary,no,124,yes,no,unknown,12,may,57,8,-1,0,unknown,False
19864,55,management,divorced,tertiary,no,552,no,no,unknown,7,may,241,2,-1,0,unknown,False
19865,34,technician,single,tertiary,yes,33,yes,yes,unknown,9,may,244,1,-1,0,unknown,False
19866,61,admin.,married,tertiary,no,1332,no,no,cellular,12,mar,156,1,-1,0,unknown,True
19867,50,technician,divorced,secondary,no,2910,no,yes,cellular,18,nov,364,2,-1,0,unknown,False
19868,52,technician,married,secondary,no,0,no,no,cellular,2,jun,541,3,-1,0,unknown,True
19869,35,admin.,married,secondary,no,220,yes,no,cellular,2,feb,153,4,244,13,failure,False
19870,29,blue-collar,married,secondary,no,297,yes,no,cellular,17,apr,240,2,-1,0,unknown,False
19871,46,management,divorced,tertiary,no,25,no,no,unknown,26,may,103,2,-1,0,unknown,False
19872,48,management,married,secondary,no,0,no,no,cellular,19,nov,20,4,-1,0,unknown,False
19873,26,services,single,secondary,no,50,yes,no,cellular,12,aug,153,1,-1,0,unknown,False
19874,25,services,single,secondary,no,111,no,yes,cellular,7,jul,316,1,-1,0,unknown,False
19875,30,admin.,married,secondary,no,0,no,no,cellular,15,jul,127,5,-1,0,unknown,False
19876,34,blue-collar,single,secondary,no,39,no,no,cellular,13,may,254,2,299,3,failure,False
19877,42,technician,married,tertiary,no,725,yes,yes,telephone,3,feb,124,3,252,3,failure,False
19878,39,management,single,secondary,no,-490,no,yes,cellular,21,nov,141,2,-1,0,unknown,False
19879,49,technician,divorced,tertiary,no,1807,yes,no,cellular,2,jun,225,1,82,1,success,False
19880,38,unemployed,single,secondary,no,223,yes,no,cellular,30,jul,698,4,-1,0,unknown,False
19881,29,entrepreneur,married,tertiary,no,0,yes,no,cellular,24,jul,36,1,-1,0,unknown,False
19882,60,housemaid,married,secondary,no,0,no,no,telephone,4,aug,153,1,1,7,success,False
19883,67,retired,married,primary,no,1430,no,no,telephone,26,may,283,2,135,5,success,True
19884,31,student,single,secondary,no,252,yes,no,unknown,6,may,175,3,-1,0,unknown,False
19885,36,blue-collar,married,secondary,no,70,yes,no,unknown,6,jun,100,2,-1,0,unknown,False
19886,26,self-employed,divorced,secondary,no,165,yes,no,cellular,29,jul,162,4,-1,0,unknown,False
19887,73,retired,single,secondary,no,1050,no,no,cellular,4,mar,562,3,181,2,failure,True
19888,37,entrepreneur,married,secondary,no,3,no,no,cellular,20,nov,96,1,-1,0,unknown,False
19889,32,blue-collar,single,secondary,no,301,yes,no,unknown,7,may,395,2,-1,0,unknown,False
19890,53,housemaid,married,primary,no,0,no,no,cellular,8,oct,148,1,-1,0,unknown,False
19891,33,management,married,tertiary,no,3696,no,no,cellular,19,nov,305,1,182,3,failure,False
19892,50,housemaid,married,primary,no,4,no,no,unknown,16,jun,51,1,-1,0,unknown,False
19893,35,services,single,secondary,no,3816,no,no,cellular,13,jan,331,2,195,1,other,False
19894,28,unemployed,single,secondary,no,1055,no,no,cellular,28,jan,196,1,-1,0,unknown,False
19895,39,technician,married,secondary,no,24,yes,no,cellular,28,jan,79,4,-1,0,unknown,False
19896,52,blue-collar,married,primary,no,-637,yes,yes,cellular,12,may,161,5,174,2,failure,False
19897,42,technician,married,secondary,no,83,yes,yes,cellular,11,may,120,2,-1,0,unknown,False
19898,35,unemployed,single,tertiary,no,154,no,no,cellular,29,jul,200,4,181,2,failure,True
19899,36,blue-collar,married,secondary,no,402,no,yes,cellular,18,nov,86,2,154,1,failure,False
19900,33,admin.,single,secondary,no,92,no,no,cellular,18,jul,157,3,-1,0,unknown,False
19901,31,management,married,tertiary,no,2,yes,no,cellular,17,jul,234,1,-1,0,unknown,False
19902,37,unemployed,single,secondary,no,2722,no,no,telephone,27,apr,426,2,179,3,other,True
19903,37,services,married,secondary,no,1627,yes,no,unknown,12,jun,602,2,-1,0,unknown,False
19904,39,management,married,tertiary,no,2810,no,no,unknown,9,jun,77,1,-1,0,unknown,False
19905,35,blue-collar,married,secondary,no,21,yes,no,cellular,8,apr,663,2,-1,0,unknown,False
19906,48,housemaid,married,secondary,no,4,no,no,cellular,18,aug,68,4,-1,0,unknown,False
19907,37,blue-collar,married,secondary,no,16,yes,no,unknown,7,may,250,1,-1,0,unknown,False
19908,44,blue-collar,married,primary,no,-544,yes,yes,unknown,26,may,181,3,-1,0,unknown,False
19909,34,management,married,tertiary,no,3031,no,no,cellular,14,aug,94,6,-1,0,unknown,False
19910,60,blue-collar,married,primary,no,5788,yes,no,unknown,15,may,203,2,-1,0,unknown,False
19911,41,blue-collar,married,primary,no,0,yes,no,cellular,8,may,171,1,368,1,failure,False
19912,31,management,single,tertiary,no,241,yes,no,cellular,24,jul,241,3,-1,0,unknown,False
19913,27,services,single,secondary,no,795,no,no,cellular,6,feb,101,3,-1,0,unknown,False
19914,56,blue-collar,married,secondary,no,-203,yes,no,unknown,7,may,139,1,-1,0,unknown,False
19915,47,blue-collar,married,primary,no,0,no,no,cellular,26,aug,292,2,-1,0,unknown,False
19916,53,self-employed,married,tertiary,no,167,yes,no,cellular,7,may,84,1,343,1,other,False
19917,44,technician,married,primary,no,7800,yes,no,cellular,19,nov,250,1,-1,0,unknown,False
19918,56,technician,married,primary,no,1232,no,no,cellular,7,apr,44,1,-1,0,unknown,False
19919,50,housemaid,married,secondary,no,34,yes,no,unknown,5,jun,163,1,-1,0,unknown,False
19920,60,blue-collar,married,primary,no,228,yes,no,unknown,28,may,249,11,-1,0,unknown,False
19921,36,management,married,tertiary,no,2609,yes,no,unknown,30,may,141,9,-1,0,unknown,False
19922,45,housemaid,divorced,secondary,no,31,yes,no,cellular,28,jan,280,1,-1,0,unknown,False
19923,53,management,married,tertiary,no,1313,no,no,cellular,4,aug,136,2,-1,0,unknown,False
19924,55,management,married,primary,no,57,no,yes,cellular,21,jul,162,2,-1,0,unknown,False
19925,48,services,married,secondary,no,202,yes,no,cellular,5,aug,162,1,-1,0,unknown,False
19926,42,services,single,secondary,no,-193,yes,no,cellular,13,may,1805,4,-1,0,unknown,False
19927,39,unemployed,single,secondary,no,2645,yes,no,unknown,21,may,339,3,-1,0,unknown,False
19928,32,services,divorced,secondary,no,-34,yes,no,cellular,15,may,147,2,-1,0,unknown,False
19929,30,admin.,married,secondary,no,11,yes,no,cellular,11,may,157,1,-1,0,unknown,False
19930,51,entrepreneur,married,tertiary,no,228,yes,no,cellular,7,may,72,1,-1,0,unknown,False
19931,54,management,divorced,secondary,no,-415,yes,no,unknown,26,may,290,2,-1,0,unknown,False
19932,30,blue-collar,married,primary,no,392,yes,no,unknown,19,may,351,1,-1,0,unknown,False
19933,33,management,married,tertiary,no,4,yes,no,cellular,16,jul,285,5,-1,0,unknown,False
19934,30,technician,divorced,secondary,no,2262,yes,no,unknown,28,may,102,2,-1,0,unknown,False
19935,45,blue-collar,married,secondary,no,8680,yes,no,unknown,13,may,503,1,-1,0,unknown,False
19936,50,blue-collar,divorced,primary,no,-333,no,yes,cellular,30,jul,208,2,-1,0,unknown,False
19937,28,services,married,secondary,no,376,no,yes,telephone,29,jul,49,4,-1,0,unknown,False
19938,30,technician,single,secondary,no,317,yes,no,unknown,12,may,246,6,-1,0,unknown,False
19939,37,services,married,secondary,no,47,yes,no,cellular,20,apr,554,3,-1,0,unknown,False
19940,40,entrepreneur,married,tertiary,no,-164,no,no,cellular,7,may,87,1,-1,0,unknown,False
19941,37,admin.,married,secondary,no,11303,no,no,cellular,26,may,500,2,-1,0,unknown,False
19942,58,blue-collar,married,primary,no,0,yes,no,unknown,19,jun,573,1,-1,0,unknown,False
19943,44,entrepreneur,divorced,secondary,no,456,no,no,unknown,20,jun,110,3,-1,0,unknown,False
19944,55,retired,married,secondary,no,905,no,no,cellular,30,jan,861,1,2,1,other,False
19945,42,admin.,married,secondary,no,0,yes,no,cellular,8,jul,1011,1,-1,0,unknown,False
19946,57,blue-collar,married,secondary,no,490,yes,no,cellular,18,aug,70,5,-1,0,unknown,False
19947,56,technician,single,primary,no,145,yes,no,telephone,6,feb,124,2,9,2,other,False
19948,51,blue-collar,married,secondary,no,160,yes,no,cellular,7,may,136,1,359,1,failure,False
19949,45,management,married,tertiary,no,4395,no,no,cellular,19,nov,299,3,-1,0,unknown,False
19950,36,management,divorced,tertiary,no,-978,yes,no,cellular,13,may,62,3,-1,0,unknown,False
19951,48,blue-collar,married,primary,no,3837,no,yes,cellular,21,nov,120,1,-1,0,unknown,False
19952,31,admin.,divorced,secondary,no,11,yes,no,cellular,18,may,17,7,350,9,other,False
19953,44,management,married,tertiary,no,1858,no,no,cellular,6,aug,113,4,-1,0,unknown,False
19954,50,admin.,single,primary,no,181,yes,no,cellular,15,may,119,4,372,3,failure,False
19955,36,management,married,tertiary,no,-296,yes,no,cellular,14,may,113,3,-1,0,unknown,False
19956,30,technician,single,secondary,no,4684,yes,no,cellular,30,apr,268,3,-1,0,unknown,True
19957,30,services,divorced,secondary,no,436,yes,no,cellular,17,jun,1720,1,-1,0,unknown,True
19958,39,blue-collar,married,secondary,no,474,yes,yes,unknown,26,may,219,4,-1,0,unknown,False
19959,33,management,single,tertiary,no,4835,no,no,cellular,6,may,362,2,-1,0,unknown,False
19960,37,technician,single,secondary,no,1255,yes,no,unknown,30,may,224,2,-1,0,unknown,False
19961,34,management,single,tertiary,no,478,yes,no,cellular,22,aug,73,2,-1,0,unknown,False
19962,52,blue-collar,married,primary,no,994,no,no,cellular,22,aug,109,2,-1,0,unknown,False
19963,29,management,single,secondary,no,0,no,yes,cellular,21,jul,463,2,-1,0,unknown,False
19964,25,technician,single,secondary,no,218,no,yes,cellular,8,jul,272,1,-1,0,unknown,False
19965,34,unemployed,single,secondary,no,9895,no,no,cellular,19,nov,356,2,-1,0,unknown,False
19966,58,admin.,married,unknown,no,4318,no,no,unknown,5,jun,307,2,-1,0,unknown,False
19967,32,technician,single,tertiary,no,2481,no,no,cellular,18,aug,547,11,-1,0,unknown,False
19968,56,unemployed,divorced,primary,no,802,no,no,telephone,3,feb,258,2,-1,0,unknown,False
19969,39,entrepreneur,married,tertiary,no,2310,yes,yes,unknown,18,jun,104,1,-1,0,unknown,False
19970,31,technician,married,secondary,no,3706,yes,no,cellular,20,nov,129,1,-1,0,unknown,False
19971,77,retired,divorced,primary,no,639,no,no,telephone,16,apr,127,7,-1,0,unknown,False
19972,33,admin.,single,secondary,no,1613,yes,no,unknown,14,may,565,1,-1,0,unknown,False
19973,38,management,married,tertiary,no,655,no,no,cellular,3,feb,389,3,-1,0,unknown,False
19974,47,blue-collar,divorced,primary,no,556,yes,no,unknown,14,may,227,4,-1,0,unknown,False
19975,32,management,married,tertiary,no,5878,no,no,cellular,19,aug,159,2,-1,0,unknown,False
19976,28,self-employed,single,tertiary,no,2503,no,no,cellular,25,may,426,1,-1,0,unknown,True
19977,30,admin.,single,secondary,no,387,yes,no,unknown,8,may,75,1,-1,0,unknown,False
19978,56,admin.,married,secondary,no,602,no,no,cellular,14,jun,458,1,130,8,success,True
19979,46,blue-collar,married,secondary,no,450,yes,no,cellular,17,apr,198,1,-1,0,unknown,False
19980,40,blue-collar,divorced,unknown,no,528,yes,no,cellular,13,may,340,2,357,5,failure,False
19981,44,technician,married,secondary,no,296,yes,yes,unknown,5,jun,169,1,-1,0,unknown,False
19982,41,unemployed,divorced,tertiary,no,-198,yes,no,cellular,17,nov,165,1,-1,0,unknown,False
19983,31,admin.,single,secondary,no,5527,yes,no,unknown,21,may,132,1,-1,0,unknown,False
19984,28,management,single,tertiary,no,616,yes,no,cellular,7,oct,116,1,503,2,success,False
19985,34,management,single,tertiary,no,0,yes,yes,cellular,26,may,197,2,98,1,other,False
19986,36,technician,single,secondary,no,0,no,no,cellular,8,jul,121,1,-1,0,unknown,False
